idx;x0;x1;y
0;0.06283185307179587;2.7646015351590183;0
1;6.220353454107791;1.9477874452256718;0
2;2.7646015351590183;5.089380098815465;0
3;1.6336281798666925;5.969026041820608;0
4;6.031857894892403;5.089380098815465;0
5;6.157521601035995;4.900884539600078;0
6;3.455751918948773;4.335397861953915;0
7;6.220353454107791;1.9477874452256718;0
8;2.9530970943744057;5.026548245743669;0
9;5.906194188748811;1.5707963267948968;0
10;1.2566370614359172;6.157521601035995;0
11;0.8168140899333463;4.586725274241099;0
12;1.5707963267948968;5.6548667764616285;0
13;3.0159289474462017;1.2566370614359172;0
14;4.9637163926718735;6.220353454107791;0
15;1.3194689145077132;6.220353454107791;0
16;3.455751918948773;0.3141592653589793;0
17;6.031857894892403;5.152211951887261;0
18;2.5761059759436304;4.71238898038469;0
19;4.39822971502571;6.220353454107791;0
20;0.4398229715025711;1.6964600329384885;0
21;3.392920065876977;4.39822971502571;0
22;1.6336281798666925;4.9637163926718735;0
23;5.215043804959057;2.9530970943744057;0
24;2.9530970943744057;4.775220833456486;0
25;4.9637163926718735;1.6964600329384885;0
26;0.06283185307179587;5.717698629533424;0
27;4.900884539600078;5.152211951887261;0
28;4.71238898038469;5.277875658030853;0
29;3.392920065876977;4.272566008882119;0
30;5.7805304826052195;5.843362335677016;0
31;0.4398229715025711;1.5707963267948968;0
32;2.8902652413026098;4.775220833456486;0
33;5.026548245743669;5.906194188748811;0
34;6.031857894892403;5.7805304826052195;0
35;3.769911184307752;4.71238898038469;0
36;1.0053096491487339;4.838052686528282;0
37;1.6336281798666925;4.900884539600078;0
38;5.026548245743669;1.884955592153876;0
39;2.7017696820872223;4.900884539600078;0
40;5.152211951887261;6.094689747964199;0
41;0.12566370614359174;3.330088212805181;0
42;5.7805304826052195;5.843362335677016;0
43;5.969026041820608;1.6964600329384885;0
44;1.7592918860102844;5.906194188748811;0
45;0.06283185307179587;3.392920065876977;0
46;4.838052686528282;2.8274333882308142;0
47;4.71238898038469;2.8274333882308142;0
48;0.0;3.518583772020569;0
49;1.5707963267948968;5.906194188748811;0
50;6.094689747964199;5.152211951887261;0
51;0.0;2.8274333882308142;0
52;6.031857894892403;5.089380098815465;0
53;5.089380098815465;5.969026041820608;0
54;6.094689747964199;1.1938052083641215;0
55;5.026548245743669;6.157521601035995;0
56;3.6442474781641603;4.523893421169302;0
57;0.0;5.7805304826052195;0
58;4.900884539600078;2.8902652413026098;0
59;3.455751918948773;4.586725274241099;0
60;4.900884539600078;5.152211951887261;0
61;4.523893421169302;0.7539822368615504;0
62;0.4398229715025711;1.6336281798666925;0
63;6.094689747964199;4.9637163926718735;0
64;5.277875658030853;0.0;0
65;1.7592918860102844;4.838052686528282;0
