idx;x0;x1;y
0;5.46637121724624;0.8168140899333463;0
1;3.5814156250923643;4.523893421169302;0
2;0.4398229715025711;5.843362335677016;0
3;4.775220833456486;2.450442269800039;0
4;4.209734155810323;2.0734511513692637;0
5;5.906194188748811;0.5654866776461628;0
6;3.204424506661589;3.8955748904513436;0
7;5.906194188748811;3.8955748904513436;0
8;1.4451326206513049;4.900884539600078;0
9;1.7592918860102844;4.586725274241099;0
10;5.46637121724624;0.06283185307179587;0
11;0.6911503837897546;5.403539364174445;0
12;4.084070449666731;2.1362830044410597;0
13;4.775220833456486;1.5707963267948968;0
14;1.2566370614359172;5.529203070318037;0
15;4.838052686528282;1.7592918860102844;0
16;3.9584067435231396;2.261946710584651;0
17;0.6283185307179586;2.261946710584651;0
18;1.5707963267948968;4.084070449666731;0
19;3.9584067435231396;5.906194188748811;0
20;0.942477796076938;0.12566370614359174;1
21;2.7646015351590183;1.6964600329384885;1
22;3.8955748904513436;3.6442474781641603;1
23;2.5132741228718345;3.204424506661589;1
24;1.8221237390820801;0.7539822368615504;1
25;3.832743037379548;3.267256359733385;1
26;0.942477796076938;5.340707511102649;1
27;0.942477796076938;3.9584067435231396;1
28;5.843362335677016;4.9637163926718735;1
29;2.0734511513692637;3.0787608005179976;1
30;1.9477874452256718;2.450442269800039;1
31;5.152211951887261;6.157521601035995;1
32;2.387610416728243;0.8796459430051422;1
33;1.8221237390820801;1.2566370614359172;1
34;2.7646015351590183;5.906194188748811;1
35;0.8796459430051422;4.71238898038469;1
36;2.1362830044410597;2.7017696820872223;1
37;4.0212385965949355;5.089380098815465;1
38;0.5654866776461628;0.6911503837897546;1
39;5.026548245743669;5.340707511102649;1
